Link Download Data.csv melalui Google Drive : https://drive.google.com/file/d/1vWSrtUl7p_IMncHl1r9tM5mihMhrzpYM/view?usp=sharing

,Account,Post,Tag,Likes,Comments
1463,rahmadona0303,"*New Arrival!!!* *Best Produk!!!* ```FASHION BAG SERUT```
Seri : *TF18721#*
Size : L18H14W20
Weight : 400g
Material : Pu Leather 
Stock : 3Pcs/Warna 
Rp.@190.000",[],8,[]
1464,rahmadona0303,"*New Arrival!!!* *Best Produk!!!* ```FASHION BAG MULTIFUNGSI```
Seri : *TF3787#*
Size : L22H10W23
Weight : 600g
Material : Pu Leather 
Stock : 3Pcs/Warna 
Rp.@190.000",[],4,[]
1465,rahmadona0303,"Rp 180.000

CLUTCH / SLINGBAG YSL 1862
Bahan: KULIT CAVIAR
Kualitas: SEMI PREMIUM
Ukuran: 24 x 8 x 14
2 WARNA saja :  BLACK / WHITE
Berat setelah packing 700 gram
NB : free paperbag & dustbag",[],4,[]
1466,rahmadona0303,"Rp.170.000

SANDAL MULES POM-POM 999-1
Bahan : kanvas elastis kombi bulu-bulu

INSOLE : 
size 35 : 24 cm
size 36 : 24,5 cm
size 37 : 25 cm
size 38 : 25,5 cm
size 39 : 26 cm

2 Warna : 
BLACK / APRICOT
Berat setelah packing 650 gram",[],5,[]
1467,rahmadona0303,"Rp.200.000

SANDAL MULES CHANEL 508-851

BAHAN : Kulit

HEELS : 1 cm

INSOLE : 
size 36 : 23,5 cm
size 37 : 24cm
size 38 : 24,5 cm
size 39 : 25 cm
size 40 : 25,5 cm

2 Warna : 
Black / Apricot
Berat setelah packing : 650 gram",[],3,[]
1468,rahmadona0303,"New Arrivall...
NEW CHRISTIAN DIOR
CODE : 9958

280rb
Size :29x15x23
Cluth :20x4x11
Quality : SEMI ORIGINAL
Material : LEATHER
Only 6 Color
BLACK BLUE MAROON BEIGE GREY APRICOT
Berat 1,2 kg
BEST SELLER .....",[],3,[]
1469,rahmadona0303,"New Arrivall...
NEW CHANEL
CODE : 9989

300rb
Size : 26x15x23
Cluth : 23x4x11
Quality : SEMI ORIGINAL
Material : LEATHER
Only 6 Colours
BLACK APRICOT BLUE GREY RED MAROON
Weight : 900 GRAM
BEST SELLER ...",[],5,[]
1470,rahmadona0303,"New Arrival... Men Fashion Shoes FLS-1005@ 
180rb
Material PU Leather. 
Semipremium Quality. 
Weight with box 700 gram. 
Size Insole 
40 - 25.5cm. 
41 - 26cm. 
42 - 26.5cm. 
43 - 27cm. 
44 - 27.5cm.",[],4,[]
1471,rahmadona0303,"BEST QUALITY & BEST SELLER 
YUK BURUAN YA GUYS 

#6638-B3 HIGH HEELS YOORA

Bahan : Kulit
Kualitas : Semprem
Berat : 0.6kg + box
Tinggi : 5.5cm

READY 2 WARNA : Black (Ready 36.38.39.40) & Khaki (Lengkap)

Size : 36 (23cm) 37 (23.5cm) 38 (24cm) 39 (24.5cm) 40 (25cm)

Harga Jual (Reseller) : 180rb

BEST SELLER BANGET ",['6638'],1,[]
1472,rahmadona0303,"Dollyn Cabella Jisso 
#1289
Price IDR 200k

Variant  Apricot
 Black
  Camel

Insole size 
36 : 23cm
37 : 23,5cm
38 : 24cm
39 : 24,5cm

High 7cm
Weight 5ons
Material Canvas 
ORIGINAL BRAND
Ayo.... Sis sendal nya.... W.a 085260021384",['1289'],2,[]
1473,rahmadona0303,"New Arrival...
FILA Sneakers Shoes J7@ 
150rb
Material Canvas Elastis. 
Semipremium Quality.
Weight with box 700 gram. 
Size Insole 
36 - 23cm 
37 - 23.5cm 
38 - 24cm 
39 - 24.5cm 
40 - 25cm.",[],3,[]
1474,rahmadona0303,"New Arrival... Ladies Sneakers Fashion korea Shoes FLS-125@ 
140rb
Material Canvas. 
Semipremium Quality. 
Weight with box 600 gram. 
Size Insole 
36 - 23cm. 
37 - 23.5cm. 
38 - 24cm. 
39 - 24.5cm. 
40 - 25cm.",[],3,[]
1475,rahmadona0303,"New Arrival...
Kids LED Sneakers Fashion Shoes FKS-C8@ 
140rb
Material Canvas Elastis. 
Semipremium Quality. 
Weight 400 gram. 
Size Insole 
23 - 14cm. 
24 - 14.5cm. 
25 - 15cm. 
26 - 15.5cm. 
27 - 16cm.",[],5,[]
1476,rahmadona0303,"New Arrival... Men PU Leather Fashion Shoes FLS-A137@ 
190rb
Material PU Leather.
Semipremium Quality. 
Weight with box 700 gram. 
Size Insole 
39 - 25cm. 
40 - 25.5cm. 
41 - 26cm. 
42 - 26.5cm. 
43 - 27cm.",[],5,[]
1477,rahmadona0303,"New Arrival... Ladies Fashion Sneakers Korea Shoes FLS-A06@ 
225rb 
Material Canvas. 
Semipremium Quality. 
Weight with box 600 gram. 
Heels 5cm. 
Size Insole 
36 - 22.5cm. 
37 - 23cm. 
38 - 23.5cm. 
39 - 24cm. 
40 - 24.5cm.",[],4,[]
1478,rahmadona0303,"Fashion Ransel Kuchen #1901-2
Price IDR 180k

Variant  Black  Khaki  Grey  Red  Yellow  Pink

Size 19x10x19cm
Weight 0,65ons
Material Calf Leather
Kualitas Super",['1901'],7,['']
1479,rahmadona0303,"Gucci Bear Backpack 1057
Fashionable & praktis dipakai?

150rb
Kode: 1057
Warna: Khaki
Bahan: PU leather
Berat: 300gr
Ukuran: 22x16x27cm
Include Gantungan
Dioder sis..... Barang impor dari batam...",[],5,[]
1480,rahmadona0303,"Slip on #806
Price IDR 170k

Variant  Black  White

Insole size 
36 : 22,5cm
37 : 23cm
38 : 23,5cm
39 : 24cm
40 : 24,5cm

High 5cm
Weight 5ons
Material Calf Leather Combie Swarovski
Kualitas Super",['806'],8,['How much in INR?']
1481,rahmadona0303,"New Arrival...
FOSSIL Mahenna 9668#

285rb
Material Smooth Leather.
Size 29x34x11cm.21x19x9cm.
Semi Ori Quality.
Weight 1kg.
Di oder sis.... W.a 085260021384",[],3,[]
1482,rahmadona0303,"New Arrival Ransel Anak Lovey-dovey 8822#
Free Dompet Pensil
Uk30x14x38cm
Berat 400gram
Material Parasute 3 warna L.Blue, Pink, Purple
IDR.175.000",[],5,[]
1483,rahmadona0303,"Tas Wanita Givenchy GV6668#

IDR 270.000,- Size : 36x15x25cm
Quality : Semi Premium
Material : Kulit Bagus
Color : Black, Coffee, Navy
Func : Tenteng & Selempang
Weight : 1100 grams
Kelengkapan : Tali Panjang",[],5,[]
1484,rahmadona0303,"Sepatu Sneakers Men My Dream RR-1780# (1810)

260rb
Size : 40-44
Quality : High Quality
Material : Kanvas
Color : Black, White, Brown
Func : Pemakaian Sehari - hari
Weight : 750.00 gram
Insole Size :
40 : 25cm
41 : 25.5cm
42 : 26cm
43 : 26.5cm
44 : 27cm",[],6,[]
1485,rahmadona0303,"Sepatu Sneakers Wedges Ideal RR-9028# (888-6)

200rb
Size : 36-40
Quality : Semi Premium
Material : Kanvas
Color : Black, Gray, White
Func : Pemakaian Sehari - hari
Weight : 660.00 gram
Insole Size :
36 : 23cm
37 : 23.5cm
38 : 24cm
39 : 24.5cm
40 : 25cm",[],4,[]
1486,rahmadona0303,"New Arrivall...
NEW CHANEL
CODE : 1938

280rb
Size : 28x13x17
Cluth : 23x4x11
Quality : SEMI ORIGINAL
Material : LEATHER
Only 6 Colours
BLACK BEIGE BLUE GREEN RED WHITE
Weight : 800 GRAM
BEST SELLER ...",[],7,[]
1487,rahmadona0303,"New Arrival 
BEST SELLER 
170rb
Sepatu Slavina Sneaker FlyKnit
With AirBoost Outsole
Series 0008/#TP69
[ORIGINAL BRAND]
Berat 600Gram
Insole :
36 : 23cm
37 : 23,5cm
38 : 24cm
39 : 24,5cm
40 : 25cm

Ready 3 Colour : Maroon, Black, Gray

Menggunakan Sponge Insole lebih nyaman dipakai lama & Outsole AntiSlip
Quality Sudah TERJAMINNN",['tp69'],6,[]
1488,rahmadona0303,"New Arrival...
ZARA Monolla 5011@ 
210rb
Material Smooth Leather. 
Size 28x19x10cm. 
Semipremium Quality. 
Weight 800 gram.",[],2,[]
1489,rahmadona0303,"Best Product ZARA Zatulinie 1814@ 
220rb
Material Faux Togo Leather. 
Size 35x25x13cm. 
Quality Semipremium. 
Weight 900 gram",[],5,[]
1490,rahmadona0303,Sambil nunggu emak nadia masak... Kami selfi dlu.... Heeee,[],22,[]
1491,rahmadona0303,Anak bunda pintar mau pangkas.... Good....,[],15,[]
1492,rahmadona0303,Bunda and ara,[],20,['Ini tante yah ']
1493,rahmadona0303,Umur ara 5 bln n 1 bln 4 bln....,[],6,[]
1494,rahmadona0303,Happy holli... Bgi yg merayakn nya...,[],4,[]
1495,rahmadona0303,Walau pun letih hrs tetp tersenyum....,[],14,[]
1496,rahmadona0303,Muka jlk....,[],10,[]
1497,rahmadona0303,Berpikir dpt uang satu koper... Haaa,[],10,[]
1498,rahmadona0303,Ara lg mkn sate,[],14,[]
1499,rahmadona0303,Ank bunda buruk kali bdnnya,[],16,[]
1500,rahmadona0303,Lucu2 sm si ara........,[],15,[]
1501,rahmadona0303,Trcpi jg keinginan bw ara jln2,[],23,[]
1502,rahmadona0303,Syg bunda,[],18,[]
1503,rahmadona0303,Cantik jg y wlu pun polos... Heeee,[],16,[]
1504,rahmadona0303,Antrian yg sangat pnjang....,[],8,[]
1505,rahmadona0303,Keseruan kami.....,[],13,[]
1506,rahmadona0303,Selfi dlu ah.... Seblm pigi...,[],16,[]
1507,rahmadona0303,Foto jadul n 2019...,[],15,[]
1508,rahmadona0303,Ne wajah alami....,[],15,[]
1509,rahmadona0303,,[],5,[]
1510,rahmadona0303,Blm bisa tdr selfi dlu....,[],15,[]
1511,rahmadona0303,,[],4,[]
1512,rahmadona0303,,[],3,[]
1513,rahmadona0303,,[],3,[]
1514,rahmadona0303,,[],6,[]
1515,rahmadona0303,,[],3,[]
1516,rahmadona0303,,[],4,[]
1517,rahmadona0303,,[],5,[]
1518,rahmadona0303,,[],9,[]
1519,rahmadona0303,Ara cntik bget.....,[],5,[]
1520,rahmadona0303,Ara lg mkn siang dikolam berenang....,[],16,[]
1521,rahmadona0303,Ne hasil foto ara hri ne....,[],9,[]
1522,rahmadona0303,Mainan bru ara,[],10,[]
1523,rahmadona0303,Kolak ala bunda ara udh selesai...,[],18,['minta la bunda']
1524,rahmadona0303,Masak kolak ubi di mijikop...haaa,[],12,"['Mesih da???', 'Msh dtg lh']"
1525,rahmadona0303,Buat onde2 cemilin sore....,[],13,[]
1526,rahmadona0303,Sm anak bunda kesygan,[],23,"['Berapa thn dona ank nya', '2 thn mbk']"
1527,rahmadona0303,Anak bunda yg cantik,[],12,[]
1528,anakmudasho_,"PB Solar (tenaga surya) stock barang 30Spesifikasi:
-99000mAh-buat yang suka traveling gaada waktu buatcas? Cocok nih powerbank solar jadi kalau ngecasnya ga harus dicolok listrik terus.. Bisa juga dijemur / disimpan di tempat yang terkena cahaya matahari nanti langsung ngecas sendirinya
-bonus 2 pengait
-1 kabel usb-powerbank solar

#jualan #barangmurah","['jualan', 'barangmurah']",3,[]
1529,olsmustika_,"Matt: wolfice
Size: Fit L All size
Idr 80k
Mode on. 
Super comfy 

Free ongkir sejabodetabek!
Ask & order 
Bbm5CB78DA9
W.A  089658030225",[],2,[]
1530,olsmustika_,"Matt: wolfice
Size: Fit L All size
Idr 80k
Mode on. 
Super comfy 

Free ongkir sejabodetabek!
Ask & order 
Bbm5CB78DA9
W.A  089658030225",[],2,[]
1531,olsmustika_,"Matt: wolfice
Size: Fit L All size
Idr 80k
Mode on. 
Super comfy 

Free ongkir sejabodetabek!
Ask & order 
Bbm5CB78DA9
W.A  089658030225",[],1,[]
1532,olsmustika_,"Matt: wolfice
Size: Fit L All size
Idr 80k
Mode on. 
Super comfy 

Free ongkir sejabodetabek!
Ask & order 
Bbm5CB78DA9
W.A  089658030225",[],1,[]
1533,olsmustika_,"Matt: wolfice
Size: Fit L All size
Idr 80k
Mode on. 
Super comfy 

Free ongkir sejabodetabek!
Ask & order 
Bbm5CB78DA9
W.A  089658030225",[],2,[]
1534,olsmustika_,"Matt: wolfice
Size: Fit L All size
Idr 80k
Mode on. 
Super comfy 

Free ongkir sejabodetabek!
Ask & order 
Bbm5CB78DA9
W.A  089658030225",[],1,[]
1535,olsmustika_,,[],1,[]
1536,olsmustika_,,[],1,[]
1537,olsmustika_,,[],1,[]
1538,olsmustika_,"Matt: wolfice
Size: Fit L All size
Idr 80k
Mode on. 
Super comfy 

Free ongkir sejabodetabek!
Ask & order 
Bbm5CB78DA9
W.A  089658030225",[],3,[]
1539,olsmustika_,"Matt: wolfice
Size: Fit L All size
Idr 80k
Mode on. 
Super comfy 

Free ongkir sejabodetabek!
Ask & order 
Bbm5CB78DA9
W.A  089658030225",[],2,[]
1540,olsmustika_,"Matt: wolfice
Size: Fit L All size
Idr 80k
Mode on. 
Super comfy 

Free ongkir sejabodetabek!
Ask & order 
Bbm5CB78DA9
W.A  089658030225",[],1,[]
1541,olsmustika_,"Matt: wolfice
Size: Fit L All size
Idr 80k
Mode on. 
Super comfy 

Free ongkir sejabodetabek!
Ask & order 
Bbm5CB78DA9
W.A  089658030225",[],1,[]
1542,olsmustika_,"Matt: wolfice
Size: Fit L All size
Idr 80k
Mode on. 
Super comfy 

Free ongkir sejabodetabek!
Ask & order 
Bbm5CB78DA9
W.A  089658030225",[],1,[]
1543,olsmustika_,"Matt: wolfice
Size: Fit L All size
Idr 80k
Mode on. 
Super comfy 

Free ongkir sejabodetabek!
Ask & order 
Bbm5CB78DA9
W.A  089658030225",[],1,[]
1544,olsmustika_,,[],1,[]
1545,olsmustika_,,[],1,[]
1546,olsmustika_,,[],1,[]
1547,olsmustika_,"DRAPERRY DRESS

Matt: wolfice
Size: Fit L All size
Idr 100k
Mode on. 
Super comfy 

Free ongkir sejabodetabek!
Ask & order 
Bbm5CB78DA9
W.A  089658030225",[],4,[]
1548,olsmustika_,"ANDHARA OVERALL SET

Matt: wolfice
Size: Fit L All size
Idr 110k
Mode on. 
Super comfy 

Free ongkir sejabodetabek!
Ask & order 
Bbm5CB78DA9
W.A  089658030225",[],3,[]
1549,olsmustika_,"GIZKA TUNIC

Matt: wolfice
Size: Fit L All size
Idr 85k
Mode on. 
Super comfy 

Free ongkir sejabodetabek!
Ask & order 
Bbm5CB78DA9
W.A  089658030225",[],4,[]
1550,olsmustika_,"Matt: rajut tebal
Size: Fit L All size
Idr 75k
Mode flexibel, bisa dipakai perempuan/laki-laki. 
Super comfy 

Free ongkir sejabodetabek!
Ask & order 
Bbm5CB78DA9
W.A  089658030225",[],3,[]
1551,olsmustika_,"Motif TRIBAL 
Matt: rajut tebal
Size: Fit L All size
Idr 75k
Mode flexibel, bisa dipakai perempuan/laki-laki. 
Super comfy 

Free ongkir sejabodetabek!
Ask & order 
Bbm5CB78DA9
W.A  089658030225",[],4,[]
1552,olsmustika_,"Matt: rajut tebal
Size: Fit L All size
Idr 75k
Mode flexibel, bisa dipakai perempuan/laki-laki. 
Super comfy 

Free ongkir sejabodetabek!
Ask & order 
Bbm5CB78DA9
W.A  089658030225",[],3,[]
1553,olsmustika_,"X2 manga 
Idr 60rb
Free air wash Aquas
Diameter 16mm *buat km yang pengen kaya mata karakter di kartun.",[],4,[]
1554,olsmustika_,"X2 manga 
Idr 60rb
Free air wash Aquas
Diameter 16mm *buat km yang pengen kaya mata karakter di kartun.",[],6,[]
1555,olsmustika_,"Galaxy stone. 
Kadar air 65%
Idr 60k 
Minus bisa request. *warnanya hitam pekat.",[],3,[]
1556,olsmustika_,"X2 picolla picolli 
Colour black
Idr 90k
Diameter 14mm *model lama tapi masih laris manis. Warna hitam pekat",[],2,[]
1557,olsmustika_,"Ice GOLD SILVER
Idr 85k",[],2,[]
1558,olsmustika_,"Vx kiwi series 
Idr 55k
Keterangan sudah ada pd picture *cocok untuk yang mau terlihat cantik tapi ga pake mahal ",[],2,[]
1559,olsmustika_,"X2 diary royal blue
Kadar air 38%, 14,50mm
Masa pakai 6 bulan
Idr 120k *best seller so far ",[],2,[]
1560,olsmustika_,"ICE N8 
Diameter 16mm
Masa pakai 6bulan
Idr 70k",[],1,[]
1561,olsmustika_,"X2 diary milky orange
Kadar air 38%, 14,50mm
Masa pakai 6 bulan
Idr 120k *best seller so far ",[],1,[]
1562,olsmustika_,"X2 diary royal blue
Kadar air 38%, 14,50mm
Masa pakai 6 bulan
Idr 120k *best seller so far ",[],1,[]
1563,olsmustika_,"X2 diary blue
Kadar air 38%, 14,50mm
Masa pakai 6 bulan
Idr 120k *best seller so far ",[],2,[]
1564,olsmustika_,"X2 diary royal blue
Kadar air 38%, 14,50mm
Masa pakai 6 bulan
Idr 120k *best seller so far ",[],1,[]
1565,olsmustika_,"Ice N8 black
Idr 80k
*diamter tdk terlalu besar, hingga bs untuk pria dan tdk mencolok.",[],2,[]
1566,olsmustika_,,[],2,[]
1567,olsmustika_,Bismillah semoga orderan tambah terus ,[],2,['Siap pak. Mohon doanyah @bastianbete ']
1568,classichearts,"SEPATU VANS IMPOR MADE IN CHINA
IDR : 190.000
DETAIL PRODUCK :

SIZE 40 - 44

UPPER : SOFT CANVAS / AWET TAHAN LAMA
WAFFLE : IFC

REAL PIC !!!!
WA : 083891865257
BBM : D7BB9E11
#onlineshop #fashions #vans","['onlineshop', 'fashions', 'vans']",4,[]
1569,eka3824,,[],13,"['Aduh alo"" amang areksis meni  gareulis gning ny']"
1570,eka3824,,[],13,"['Semoga alloh senantiasa memberi sehat,lancar dan barokah kak,,']"
1571,eka3824,,[],22,[]
1572,eka3824,,[],18,[]
1573,eka3824,,[],21,"['Semoga alloh senantiasa memberi sehat,lancar dan barokah kak,,', 'Amiin']"
1574,eka3824,,[],22,['Eka WWW. UPARSEGUIDORES .COM']
1575,eka3824,,[],32,['Si alo exsis euy']
1576,eka3824,,[],37,['Hai..Follback ya mba cantik']
1577,eka3824,,[],73,"['hi, follback dan likeback ya kak', 'nice pict kak , boleh minta follback & likes back nga?', '', '#EANF#']"
1578,eka3824,,[],50,[]
1579,eka3824,,[],42,[]
1580,eka3824,,[],34,[]
1581,eka3824,,[],28,['Hai']
1582,eka3824,,[],23,[]
1583,eka3824,,[],14,[]
1584,eka3824,Bertemu sepupu,[],16,[]
1585,nurbaymaniss,,[],7,"['Nur pa kbr', 'Baik', 'dompet tebel? ..Dan bisa buka olshop dengan hrga murah serta menguntungkan , chat aq ya']"
1586,nurbaymaniss,,[],6,[]
1587,nurbaymaniss,,[],4,[]
1588,nurbaymaniss,,[],0,[]
1589,nurbaymaniss,,[],1,[]
1590,nurbaymaniss,,[],0,[]
1591,nurbaymaniss,,[],0,[]
1592,nurbaymaniss,,[],0,[]
1593,nurbaymaniss,,[],1,[]
1594,stia_musafir,,[],17,[]
1595,stia_musafir,Bodo amat penting juga kagax,[],17,['Daniels WWW. PERFECTLIKER .COM']
1596,stia_musafir,,[],23,[]
1597,stia_musafir,,[],28,[]
1598,stia_musafir,,[],24,[]
1599,stia_musafir,,[],29,[]
1600,stia_musafir,,[],4,[]
1601,stia_musafir,,[],17,[]
1602,stia_musafir,,[],18,['Jgn bnyk nglamun tar CPT tua']
1603,stia_musafir,,[],18,[]
1604,stia_musafir,,[],19,[]
1605,stia_musafir,,[],20,[]
1606,stia_musafir,,[],24,[]
1607,stia_musafir,,[],16,[]
1608,stia_musafir,,[],20,[]
1609,stia_musafir,,[],15,[]
1610,stia_musafir,,[],16,[]
1611,stia_musafir,,[],19,['Oke']
1612,stia_musafir,,[],14,[]
1613,stia_musafir,,[],14,[]
1614,stia_musafir,,[],14,[]
1615,stia_musafir,,[],14,[]
1616,stia_musafir,,[],12,[]
1617,stia_musafir,,[],17,[]
1618,stia_musafir,,[],12,"['Lage horgi lorenzo keudeh eum', 'Bereh bng kerennyan']"
1619,stia_musafir,,[],9,[]
1620,stia_musafir,,[],9,"['Pat kamukat nyan danil', 'Di jawa']"
1621,stia_musafir,,[],11,[]
1622,stia_musafir,,[],5,[]
1623,stia_musafir,,[],4,[]
1624,stia_musafir,,[],6,[]
1625,stia_musafir,,[],6,[]
1626,stia_musafir,,[],5,[]
1627,stia_musafir,,[],5,[]
1628,stia_musafir,,[],4,[]
1629,stia_musafir,,[],3,[]
1630,manizznurbay,,[],10,[]
1631,manizznurbay,,[],9,[]
1632,manizznurbay,,[],5,[]
1633,manizznurbay,,[],4,[]
1634,manizznurbay,,[],1,[]
1635,manizznurbay,,[],2,[]
1636,manizznurbay,,[],2,[]
1637,manizznurbay,,[],1,[]
1638,manizznurbay,,[],1,[]
1639,manizznurbay,,[],1,[]
1640,manizznurbay,,[],2,[]
1641,nurbay8406,,[],1,[]
1642,nurbay8406,,[],1,[]
1643,nurbay8406,,[],0,[]
1644,nurbay8406,,[],0,[]
1645,nurbay8406,,[],0,[]
1646,nurbay8406,,[],0,[]
1647,nurbay8406,,[],0,[]
1648,nurbay8406,,[],0,[]
1649,nurbay8406,,[],0,[]
1650,nurbay8406,,[],0,[]
1651,nurbay8406,,[],1,[]
1652,nurbay8406,,[],0,[]
1653,nurbay8406,,[],0,[]
1654,nurbay8406,,[],1,[]
1655,nurbay8406,,[],1,[]
1656,nurbay8406,,[],0,[]
1657,nurbay8406,,[],0,[]
1658,dedi4421,Cantik qu...,[],26,[]
1659,dedi4421,Sehat2 istri qu n anak ayh didalem perut mama.....,[],8,[]
1660,dedi4421,Cerita ya anak ayah mau jadi spidermen.....,[],5,['']
1661,dedi4421,cantik nya istri qu....,[],7,[]
1662,dedi4421,,[],3,['I love this photo..']
1663,dedi4421,,[],3,[]
1664,dedi4421,,[],6,[]
1665,dedi4421,Jagoan ayah...,[],10,[]
1666,dedi4421,Tak terasa istri ku uda hamil gede.Sehat2 yah de ayh slalu doa in km am mama,[],19,[]
1667,dedi4421,istri qu mirip ayu tingting.hehe,[],13,[]
1668,dedi4421,Ayah n mama,[],14,['Cadazzzz']
1669,dedi4421,Istri qu n jagoan ayah......,[],19,[]
1670,dedi4421,Cantik ya istri qu,[],43,[]
1671,dedi4421,Alhamdulillah yaa allah...,[],79,['Cie cie.. Tambah rame ajaa ne. ']
1672,dedi4421,Pertunjukan sirkus,[],26,[]
1673,dedi4421,Liburan breng istri anak nya kga mau difto..,[],21,[]
1674,dedi4421,kamu dan kamu sayang....,[],16,[]
1675,dedi4421,Gunung Padang cianjur,[],13,[]
1676,dedi4421,siganteng,[],15,['Kok anaknya ganteng bapanua engga ya ']
1677,dedi4421,,[],12,[]
1678,dedi4421,,[],11,[]
1679,dedi4421,,[],10,[]
1680,dedi4421,liburan kita puncak,[],17,[]
1681,dedi4421,,[],5,[]
1682,dedi4421,,[],8,[]
1683,dedi4421,,[],12,[]
1684,dedi4421,Ini obos ku mana obos anda.. Hahaa,[],6,[]
1685,dedi4421,Masakini,[],10,['Kaya anak Tuyul ituu ded....wkwkwk']
1686,dedi4421,Mama n abang dimas,[],7,[]
1687,dedi4421,Jagoan n mama,[],9,[]
1688,dedi4421,MAMA N ABANG DIMAS....,[],8,"['Mama.y fokus selfie ank.y mlah bengong ', 'biasa abang Dimas mah kga fokus am kamera ka. Hehehe']"
1689,dedi4421,si botak.. Ganteng hhahahh,[],1,[]
1690,dedi4421,,[],3,[]
1691,dedi4421,"Selalu bersama2 keluarga kecil qu,,,, paling cantik mama nya. ayh n abang yg ganteng.. Hehehheheh",[],4,[]
1692,dedi4421,,[],1,[]
1693,dedi4421,,[],2,['Kluarga bang jali nih wkwkwk']
1694,dedi4421,,[],1,[]
1695,dedi4421,,[],0,[]
1696,dedi4421,"Hhhhhmmmmm,,,,",[],1,[]
1697,dedi4421,Sayang qu....,[],0,[]
1698,dedi4421,eeeeetttttt deh mau bobo aja narsis dulu.....,[],1,[]
1699,dedi4421,Istri qu banyak gaya ya.....,[],1,[]
1700,dedi4421,,[],1,[]
1701,dedi4421,,[],2,['Dimassss lucu']
1702,dedi4421,,[],1,[]
1703,dedi4421,Hahahahahah,[],2,[]
1704,dedi4421,Hahahaha,[],0,[]
1705,dedi4421,Anak setan,[],1,['Anjriitt']
1706,dedi4421,Anak setan,[],0,[]
1707,dedi4421,Pak asep,[],0,[]
1708,dedi4421,anak ayah ikutan imlek...,[],0,[]
1709,dedi4421,,[],2,[]
1710,dedi4421,,[],1,[]
1711,dedi4421,Widih abang dimas punya motor baru...,[],0,[]
1712,dedi4421,alhamdulilah...,[],2,[]
1713,dedi4421,,[],0,[]
1714,dedi4421,,[],0,[]
1715,dedi4421,,[],0,[]
1716,dedi4421,ada pak haji...,[],0,[]
1717,dedi4421,Si belo...,[],0,[]
1718,dedi4421,Kecil nya abang dimas...,[],1,[]
1719,dedi4421,,[],1,[]
1720,dedi4421,mantan pacar...,[],2,"['Hotty', 'Weii nii siapa sii..', 'Nii w laki nya']"
1721,dedi4421,ini bule qu.bule mu mana.hahahahha,[],1,[]
1722,dedi4421,istana yg ke 1,[],0,[]
1723,dedi4421,istana qu yg 2..,[],0,[]
1724,dedi4421,Jagoan ayah.,[],0,[]
1725,dedi4421,"temen""kantor...",[],0,[]
1726,dedi4421,,[],0,[]
1727,dedi4421,,[],1,[]
1728,dedi4421,sisa kmren acra abang dimas jagoan ayh n mama...,[],0,[]
1729,dedi4421,"temen""kantor istri...",[],0,[]
1730,dedi4421,,[],0,[]
1731,dedi4421,eksis breng ayank uti....,[],0,[]
1732,dedi4421,cantik eeeyyy...,[],1,[]
1733,dedi4421,istri qu...,[],1,[]
1734,dedi4421,Widih...,[],1,[]
1735,dedi4421,"0rang"" ganteng lagi pda eksis...",[],1,['Putih banget']
1736,dicky.fitry,3/9/2018,[],5,[]
1737,dicky.fitry,,[],12,[]
1738,dicky.fitry,"Kurang lebih 24 jam lagi
Kita akan terikat dalam sebuah janji sucu pernikahan

Selamat, Lancar, barokah
",[],4,[]
1739,dicky.fitry,,[],3,[]
1740,dicky.fitry,Love you,[],4,"['Gelis a,,']"
1741,dicky.fitry,,[],3,[]
1742,dicky.fitry,Love,[],4,[]
1743,dicky.fitry,Aku akan menyaygimu dalam keadaan apapun,[],2,[]
1744,dicky.fitry,Takkan berpaling darimu,[],4,[]
1745,dicky.fitry,,[],4,[]
1746,dicky.fitry,Moal ku uing sugan,[],8,[]
1747,dicky.fitry,,[],7,[]
1748,dicky.fitry,,[],6,[]
1749,dicky.fitry,Menunggu,[],9,['sukses terus ya kak @dicky.lulu ']
1750,dicky.fitry,Alhamdulilah semua ketakutan ku tak terjadi,[],4,[]
1751,dicky.fitry,Aku itu paling gasuka yg namanya antrian,[],11,"['sukses terus ya kak @dicky.lulu ', 'sukses terus ya kak @dicky.lulu ', 'mantap']"
1752,dicky.fitry,,[],9,[]
1753,dicky.fitry,Jagung,[],7,[]
1754,dicky.fitry,Kake n nenek,[],7,[]
1755,dicky.fitry,Olohok ,[],7,[]
1756,dicky.fitry,,[],6,[]
1757,dicky.fitry,,[],6,[]
1758,dicky.fitry,,[],6,[]
1759,dicky.fitry,Aku memang belum bisa membuatmu bahagia tapi setidaknya aku tak pernah membuatmu menangis,[],6,[]
1760,dicky.fitry,"Cari topik pembicaraan saat ngobrol sama camer ternyata sulit
#prt_aw2",['prt_aw2'],13,[]
1761,dicky.fitry,,[],13,"['dicky nju dmana bde ikutan bukber ', 'Nuju di ciberem yap ath kadie']"
1762,dicky.fitry,,[],10,[]
1763,dicky.fitry,,[],8,[]
1764,dicky.fitry,Ksl nunguan sawah loba piit,[],11,[]
1765,dicky.fitry,"@bandwaliofficial @indoparawali
#BocahNgapaYakWali 
#2019bocahngapayak","['bocahngapayakwali', '2019bocahngapayak']",7,[]
